userId,city,joinDate
BotanyCat,北京,2013-01-05
evey42,黑龙江哈尔滨,2009-01-25
IrishRouge,"Los Angeles, United States",2009-04-11
awesomedude,"Seoul (Sŏul), South Korea",2010-05-02
daqihupi,北京,2007-01-10
antarctic_sun,"Melbourne, Australia",2008-09-13
windbo,广东广州,2006-12-07
croath,,2009-01-29
mlsslm777,上海,2008-06-16
15679208,,2009-10-11
tintin76,"Montréal, Canada",2007-02-17
fayehaohao,上海,2013-03-03
tifaqu,北京,2008-04-01
62254300,北京,2012-06-13
Queenie.Emika,"New York City, United States",2008-03-01
18078608,江苏南京,2009-10-25
kunfish,北京,2009-05-20
Dest,"San Francisco Bay Area, United States",2011-07-05
weiweilo5e,北京,2009-02-26
59963161,江西南昌,2012-03-31
sofiamini,北京,2010-10-06
raquelycidas,上海,2010-10-18
sukidak,北京,2008-06-24
neverland1008,Greenland,2011-03-08
38849780,湖南长沙,2010-04-11
lelio,北京,2008-09-07
Sanjitiao,"Berlin, Germany",2007-02-08
yppyppypp,北京,2007-05-17
googolmo,北京,2010-01-29
PhayTsukiming,,2007-10-20
naiyou1991,北京,2010-03-27
lu_c,北京,2010-07-23
ghsky,北京,2009-02-09
VeryCB,"Auckland, New Zealand",2008-02-20
tonicbupt,,2010-11-13
Dexter_Yy,北京,2006-04-10
62678700,北京,2012-06-29
nuonuoqin,上海,2009-03-12
douban812,北京,2009-11-14
liaofeng,北京,2010-05-01
kidmirror,北京,2009-12-27
kingszar,北京,2007-01-04
mrdotmao,北京,2011-01-19
MancunianJor,上海,2007-01-16
pan-dora,上海,2012-10-11
wangxy,北京,2006-12-01
CharlesChou,上海,2011-11-07
jokers,湖南长沙,2007-09-21
67958543,北京,2013-01-09
kejinlong,Aland Islands,2010-03-23
ccino,,2009-04-19
hust_yh,浙江杭州,2010-11-17
huhu1999,"Montréal, Canada",2007-01-11
paulhandle,北京,2007-01-16
3514514,北京,2009-01-18
2049622,上海,2007-11-30
49289313,,2011-02-08
loz,北京,2006-01-04
just-for-you,湖北十堰,2009-12-15
ChalmersC,"Los Angeles, United States",2009-11-01
judy0420,中国台湾台北,2007-10-29
7542909,北京,2009-08-23
DATOULILY,江苏无锡,2007-01-12
wonder_u,浙江宁波,2010-12-15
4344664,,2009-06-06
luhua,辽宁沈阳,2006-11-27
otbzi,北京,2008-06-05
bullshitforever,北京,2011-07-09
VanSupernatural,北京,2009-10-04
naratan,"Köln, Germany",2009-01-18
Colin_Wang,"清迈, Thailand",2008-01-09
FrankWasabi,北京,2009-06-25
tianxiaodao,北京,2011-07-28
hedgehog,北京,2005-07-15
shenfu80,北京,2007-08-31
48215231,北京,2010-12-19
61670096,安徽合肥,2012-05-25
57654995,北京,2012-01-10
csp,北京,2009-08-11
allstar,浙江杭州,2006-08-20
mackalex,"Reykjavík, Iceland",2008-08-26
liluoliluo,上海,2010-05-17
shawwhi,北京,2008-10-01
loddit,北京,2011-07-16
Amiula,浙江杭州,2006-06-20
ilovehouyi,广东深圳,2006-11-11
amybroadcast,北京,2009-12-16
lucasvt,北京,2010-07-24
44596868,北京,2010-08-10
junine,"Tōkyō, Japan",2007-07-29
sophiafei,北京,2006-07-19
sosocheer,北京,2010-09-29
scaryzion,上海,2007-12-14
48527965,吉林长春,2011-01-02
zhaotaihao,上海,2009-07-13
AndyH,"Tōkyō, Japan",2006-08-13
allenyang7753,北京,2012-09-12
35711522,广东深圳,2010-02-22
kinglilychou,江苏南京,2009-02-09
hzpl,广东广州,2006-10-21
vajrapan,"Naha, Japan",2008-06-19
lauraxue,"Chicago, United States",2008-06-24
koyoke,北京,2007-05-18
treize13,黑龙江哈尔滨,2006-07-22
CUTE86517,"Roma, Italy",2008-07-31
mangomaluko,广东广州,2008-01-26
3076248,四川成都,2008-10-17
iloveff8,广西柳州,2007-11-11
2888286,北京,2008-09-06
flowertide,北京,2008-03-02
50304611,江苏南京,2011-03-22
wishfiy,广东深圳,2010-04-20
MrSickJoke,北京,2011-02-13
post-rocker,,2006-06-30
feizan,北京,2010-02-21
soasme,"Auckland, New Zealand",2009-03-08
zexon_391702443,北京,2009-12-21
Calico,北京,2007-09-24
doubanclock,,2009-11-15
brant,北京,2006-01-16
yali66,北京,2011-08-02
yajc,"Boston, United States",2006-09-02
kkka,"Manchester, United Kingdom",2007-08-11
roadliu,北京,2010-10-26
geno,浙江杭州,2005-04-24
jj19king,中国澳门,2011-02-17
sakinijino,北京,2006-02-27
puddingyu,广东深圳,2007-06-03
awenawen,中国香港,2011-11-23
thuvacuo,上海,2008-06-17
44562650,,2010-08-09
lowdive,"Chicago, United States",2007-11-15
lollypain,北京,2008-04-19
WooParadog,上海,2008-10-26
valentinesboy,,2011-05-19
bettylwx,北京,2007-11-18
1336729,北京,2006-12-04
36031855,浙江杭州,2010-02-26
funnyfox,北京,2007-07-31
oaa,四川成都,2011-03-31
Never-land-lee,湖南长沙,2008-06-13
dd375964942,,2007-08-29
raindog,北京,2006-03-22
tomqulab,湖南长沙,2011-08-06
2602607,北京,2008-06-16
rickyroby,北京,2008-01-04
ecvip,北京,2007-06-21
soy_ho,广东深圳,2009-09-24
ilikejacqueline,北京,2010-10-11
Veronicam,北京,2009-01-07
3540441,,2009-01-25
ZeLcy,湖南长沙,2007-08-22
title,北京,2010-04-07
zhoushimeng,"Dublin (Baile Átha Cliath), Ireland",2010-03-08
Wu2,山东烟台,2007-10-19
MollyVonSinger,辽宁大连,2008-02-19
3718831,辽宁沈阳,2009-02-27
46726428,湖南长沙,2010-10-17
4598367,北京,2009-07-12
lephemera,北京,2008-07-25
since918,,2007-06-08
herman2000,,2009-01-27
turtledove,北京,2007-03-30
cabaret,"Paris, France",2010-09-07
JumpSimpson,浙江杭州,2008-10-16
lajetee,"Reykjavík, Iceland",2009-01-07
baobaodu,北京,2007-03-30
javor,Cook Islands,2005-12-09
dontpanic,北京,2008-05-19
dearabbyabby,北京,2008-11-09
toprak,"Kābol, Afghanistan",2010-12-24
torpedo,上海,2006-04-02
mingming611,北京,2010-06-04
Lshi3,"New York City, United States",2010-04-08
reflection620,北京,2008-05-09
lovekym,广东深圳,2009-03-18
WX0822,北京,2009-03-12
imecstasy,北京,2007-11-17
evey_s,北京,2009-11-05
badblueeyes,江苏苏州,2008-02-02
Femmetatale,北京,2008-06-23
cintin,北京,2011-08-15
TsingYoung,北京,2006-08-11
cola1214,北京,2007-11-18
Megan34,浙江杭州,2007-12-22
haphy,北京,2008-06-01
kirk1226,"Berlin, Germany",2010-02-04
yangshuangblue,"Paris, France",2007-08-13
xiao123,北京,2007-02-24
oldmanriver,"Calgary, Canada",2008-09-07
modern597,福建福州,2008-07-20
angelababy_,湖南长沙,2011-02-23
2702191,"Paris, France",2008-07-14
dyscqx,湖北荆州,2010-04-23
AngelinaAnne,北京,2008-03-29
CMGS,湖南长沙,2008-05-27
cheernuo,,2009-12-27
stella_zhou,"Chicago, United States",2011-02-12
Sorer,北京,2007-12-21
ClaireCheung114,北京,2009-07-29
nirvanainfire,北京,2008-10-12
hexiaoqin,北京,2009-09-11
ice_bloom,"Toronto, Canada",2010-04-05
p3865,北京,2006-12-19
51420447,北京,2011-05-07
Rlog,北京,2006-10-26
SamsonOu,中国香港,2011-01-22
musickenny,广东广州,2007-01-03
se7enty3,,2009-11-15
ydyie,北京,2007-12-26
a41055,,2008-01-29
PIRACY,Belize,2007-12-15
datoujiaojiao,北京,2006-07-14
shuixia1825,北京,2008-07-06
kellyshow,北京,2009-03-23
suave,福建厦门,2006-02-18
linguo,北京,2006-01-10
2966279,广东广州,2008-09-26
huoxy,北京,2010-10-08
huanglei0307,上海,2009-02-13
thuskyblue,北京,2006-05-25
trap_exit,四川成都,2008-02-28
redscorpion,北京,2005-09-03
humansoul,重庆,2006-07-28
brucec,北京,2010-09-01
Dowe,北京,2006-08-17
mydear1011,北京,2007-11-09
colinpark,上海,2011-01-29
vividtime,"Amsterdam, Netherlands",2006-03-28
sunshtlaolian,"P'yŏngyang, North Korea",2008-10-26
SydneyCarton,"Praha, Czech Republic",2006-07-11
canny-leon,,2007-09-14
darlingtudai,江苏无锡,2009-02-02
deafwolf,北京,2009-09-01
huaide,北京,2009-03-22
zishuiyilan,广东广州,2005-11-13
flowermumu,上海,2006-04-21
HaGaU,广东广州,2009-09-19
M31374240,北京,2010-01-02
conanemily,"New York City, United States",2009-06-16
liu6,中国香港,2008-11-12
slackware,北京,2010-05-07
xhlaxhla,上海,2006-06-13
copenlee,"Krung Thep, Thailand",2007-10-01
filor,"Nagoya, Japan",2007-04-25
iano,北京,2007-11-07
F1006,湖北武汉,2010-10-27
iamin-yu,北京,2006-02-20
temp,北京,2005-06-11
zezeze2049,北京,2008-07-08
piggytea,北京,2006-09-11
luzhiyu,北京,2008-08-30
listenpro,北京,2006-05-18
wangbighead,北京,2006-05-30
36855984,贵州贵阳,2010-03-12
dengyigeren,辽宁沈阳,2008-06-04
grinch,北京,2005-12-31
miya926,,2009-11-01
TOROVANDARKO,"Paris, France",2007-08-16
yuelipeng,"London, United Kingdom",2009-02-15
xzyzsk7,,2009-01-30
siuis,福建龙岩,2006-10-24
lion,四川成都,2006-01-06
oscar_huang,北京,2010-05-27
igelei,北京,2009-11-04
tottily,北京,2007-06-01
donvic,北京,2005-06-28
ocean_kwai,广东深圳,2007-05-29
airan712,湖南长沙,2008-05-18
W3IQ7,北京,2009-11-09
xklxkl,北京,2006-02-13
MonicaLi,"Sydney, Australia",2009-10-07
imjerry,重庆,2007-08-30
hiendme,北京,2008-10-28
noyy,北京,2005-09-17
njst,北京,2007-02-06
chaosinchaos,上海,2006-12-27
sprhawk,山东青岛,2008-02-17
o1,北京,2010-05-21
ryutlis,"Dublin (Baile Átha Cliath), Ireland",2006-07-08
mhb,北京,2009-12-13
sophie.bian,北京,2007-03-14
roddickye,上海,2009-04-11
JGuo,北京,2008-05-04
kaisic,北京,2009-03-24
jollychang,北京,2005-10-10
skyxqc,北京,2007-03-24
ma-sheng,北京,2008-03-26
yanbigflower,"Halifax, Canada",2009-06-27
magasa,,2006-08-21
Amoyman,北京,2006-01-09
qingfeng,"Naha, Japan",2005-06-10
meritna,北京,2009-09-11
mxf1978,北京,2009-05-17
oldtime,北京,2007-10-10
zhangzongqian,北京,2009-04-14
stevenwinters,西藏拉萨,2008-06-02
wangdong1120,"Boston, United States",2007-03-10
abjkl,北京,2006-02-28
whshang,广东深圳,2007-02-26
sharplhl,北京,2005-11-15
veverlee,云南昆明,2006-08-02
xiayun,"San Francisco Bay Area, United States",2007-12-12
gucci122,北京,2007-02-21
banbeizi,北京,2005-12-30
fangyang,北京,2009-09-11
everbird,"Seattle, United States",2009-05-22
1183940,,2006-06-04
jennycrisis,北京,2005-08-04
Danys,北京,2006-08-24
herseyliu,上海,2008-04-18
recordus,北京,2006-10-04
wenzel,"Zürich, Switzerland",2007-08-20
dolphin64,江苏常州,2005-11-07
qin77,北京,2008-08-13
inameless,北京,2007-05-19
pinky78827,北京,2006-06-15
with-an-orchid,北京,2005-09-24
sijimoli,北京,2005-12-11
sonneblume,北京,2008-04-19
bear,北京,2007-06-28
freda15,北京,2007-06-26
yezzi,广东深圳,2007-08-18
katelan,北京,2006-05-17
wusequanwei,北京,2007-01-10
shadanbbi,北京,2007-03-07
pekingcat,北京,2007-01-29
calmwool,北京,2006-03-06
angelhouxxy,浙江杭州,2005-12-10
aixiaoke,"Perth, Australia",2006-06-02
chenchangxing,广西南宁,2006-03-19
CFJ,北京,2006-03-30
manyqueen,北京,2008-09-05
beepee,北京,2007-02-11
shawnj,天津,2006-04-14
modada,北京,2006-12-01
huangbiao,北京,2008-03-04
snowbusy,北京,2006-05-20
tintintsang,上海,2005-12-10
realmagua,北京,2006-12-28
NullPointer,上海,2005-08-11
sun1987,天津,2007-10-16
CyberKnight,上海,2007-09-05
film101,上海,2007-04-15
willyang,Singapore,2006-02-25
rebekah,上海,2007-02-08
rainbow,北京,2005-10-07
mockee,北京,2006-07-24
1353622,北京,2006-12-18
Len.,Christmas Islands,2005-11-03
flycondor,北京,2006-01-09
wenghz_CDC,浙江温州,2006-10-12
bladerunner2,,2006-01-30
LadyInSatin,北京,2007-11-13
allright680,北京,2008-06-27
aka,北京,2005-12-01
hustKiwi,"Auckland, New Zealand",2007-09-19
tgm,北京,2008-10-11
davies,"San Francisco Bay Area, United States",2006-09-13
wentrue,北京,2007-12-17
su27,北京,2006-03-08
little7xy,北京,2008-07-29
hongqn,北京,2005-07-01
maggiexu,北京,2008-07-02
Kebin_Wang,北京,2008-10-17
changsheng,"Zürich, Switzerland",2008-10-03
uitony,北京,2006-07-04
subdragon,北京,2005-12-27
Espresso630,北京,2008-04-07
kalakalaka,,2008-09-09
flxjp,北京,2008-03-19
vcd,江苏南京,2007-03-05
echoyyy,"Toronto, Canada",2005-09-03
manson2018,"Los Angeles, United States",2006-10-25
seafans,北京,2007-11-26
chinriya,"Torino, Italy",2005-09-30
xyb,北京,2005-03-22
sullivan,北京,2006-02-23
1024641,上海,2005-09-19
pencoco,重庆,2006-10-08
1324020,北京,2006-11-22
lylagrace,,2006-11-25
xatest,广东深圳,2007-02-17
xzfd,北京,2008-03-04
sandra3028,北京,2006-03-28
tipseek,"San Francisco Bay Area, United States",2007-08-16
movie007wn,四川成都,2006-10-07
asano,北京,2006-09-26
2083862,上海,2007-12-11
fifa,北京,2006-08-29
stupidcat7652,广东深圳,2006-06-01
dan_83_83,上海,2006-03-10
pkmonk,福建厦门,2006-05-23
abpeter,湖南长沙,2007-11-12
1019579,北京,2005-09-04
xiaolouonenight,浙江杭州,2007-01-27
yumulin,"Penang, Malaysia",2005-12-14
datouma,北京,2006-07-20
MovieL,四川成都,2006-03-29
seeme,上海,2006-03-28
zeajin,北京,2007-01-30
yaozi0426,北京,2006-10-14
djxu,北京,2005-11-03
matt_larry,北京,2006-04-10
tracyteddy,"Boston, United States",2006-10-16
sunkist,广东深圳,2006-05-16
pangwaer,,2006-01-29
akin,北京,2005-08-05
jessielee1018,广东广州,2005-11-03
1089030,,2006-01-27
qijiuzhiyue,"P'yŏngyang, North Korea",2005-10-09
1083626,广东广州,2006-01-16
xmz,上海,2006-02-25
richer725,,2006-03-10
